"id";"cod_produto";"nome";"marca";"preco_custo";"preco_venda";"data_entrada";"fornecedor";"quantidade";"lucro_porcentagem";"lucro_real"
777;"6973013000975";"CONTROLE TV TUBO PHILCO YG-97";"YG";3.5;12;"22-02-2019";"TESTE";8;242.85714285714283;8.5
818;"6918787622626";"MAQUINA DE CORTAR CABELO";"QIRUI";60;147;"08-07-2019";"TESTE";0;163.63636363636365;90.0
782;"7898605605200";"CONTROLE P/ DVD PHILIPS / BRITANIA LE-7479";"LELONG";4;15;"12-12-2017";"TESTE";13;275.0;11.0
800;"624241653094";"FONE DE OUVIDO JB950";"JBL";55;115;"08-07-2023";"YURY";0;121.66666666666666;73.0
666;"7898615153920";"BATERIA PARA NOBREAK SELADA 12V 7AMP";"FLEX";60;105;"14-02-2020";"TESTE";0;90.9090909090909;50.0
759;"7898605606337";"CONTROLE REMOTO TOSHIBA LE-7064";"LELONG";6;18;"29-06-2020";"TESTE";0;227.27272727272728;12.5
768;"7898605603572";"CONTROLE P/ DVD LG LE-7594";"LELONG";4;12;"05-05-2020";"TESTE";6;242.85714285714283;8.5
75;"7898594121194";"TEE TRIPOLAR ";"KNUP";4.5;8;"08-11-2017";"TESTE";0;81.81818181818183;4.5
832;"6973013001989";"CONTROLE  HBUSTER YG-198";"YG";5;18;"05-01-2018";"TESTE";0;260.0;13.0
819;"2993500128702";"FONTE 5V PINO FINO";"EXBOM";7.00;22.00;"  -  -    ";"TESTE";0;214.28571428571428;15.0
391;"7898459611167";"CABO DE DESCIDA P/ CEL. RURAL 10mts";"ELDTEC";35;65.00;"06-09-2018";"TESTE";0;85.71428571428571;30.0
810;"7898562690189";"PINO TRIPOLAR  SL6001";"SAFELINE";6.15;10;"04-01-2018";"TESTE";0;62.60162601626015;3.8499999999999996
786;"7899831005369";"CONTROLE P/ RECEPTOR CINEBOX SKY-7500";"SKY";28;55;"12-12-2017";"TESTE";0;96.42857142857143;27.0
848;"7898605603923";"CONTROLE P/ AR CONDICIONADO UNIVERSAL";"LELONG";20;48.00;"29-12-2018";"TESTE";0;140.0;28.0
81;"7898602480510";"SUPORTE P/ TV SUP- 1071S 10"" a 71""";"HOT SAT";15.50;30.00;"  -  -    ";"TESTE";1;138.70967741935485;21.5
836;"7898594125383";"CAIXA DE SOM D-BH2023";"GRASEP";65;145;"05-01-2018";"TESTE";0;123.07692307692308;80.0
828;"6957216800167";"RAQUETE";"";9;20;"05-01-2018";"TESTE";0;122.22222222222223;11.0
790;"740617120639";"PEN DRIVE 4GB METAL";"KINGSTON";17;32;"22-12-2017";"TESTE";0;88.23529411764706;15.0
813;"7898558911328";"TOMADA TIPO BENJAMIN 4 SAIDAS";"MOX";12.40;25;"04-01-2018";"TESTE";0;101.61290322580645;12.6
847;"6955793500012";"LAMPADA DE SEGURANÇA NOTURNA";"MISAKI";2.5;8;"09-08-2017";"TESTE";0;220.00000000000003;5.5
795;"7899718700561";"CABO P2 X P2";"HMASTON";2.5;10;"22-12-2017";"TESTE";0;300.0;7.5
684;"5300500";"TINTA BM PARA IMPRESSORA EPSON AMARELO";"BM";5.25;25;"08-11-2017";"TESTE";0;376.1904761904762;19.75
825;"4905524931242";"FONE DE OUVIDO VARIADOS";"SONY";7;20;"05-01-2018";"TESTE";0;185.71428571428572;13.0
833;"xtrad-ws-1618";"CAIXA DE SOM WS-1618";"XTRADE";95;155;"05-01-2018";"TESTE";0;63.1578947368421;60.0
903;"7898594125642";"FONTE LENOVO 20V 3.25A";"CHINA";25.00;125;"05-03-2018";"TOINHO VARIEDADS";0;300.0;75.0
898;"s1g30zjh.";"HD  1 TB";"SEGATE";75.00;270.00;"  -  -    ";"TESTE";0;260.0;195.0
893;"7899278901033";"EXTENSÃO ELETRICA 10mts BRANCO";"MEGATRON";15;27;"26-02-2018";"TESTE";1;80.0;12.0
873;"6947681520714";"CARREGADOR CARGA RAPIDA ";"MOTOROLA";13;38;"16-04-2018";"TESTE";0;192.30769230769232;25.0
877;"7952486376410";"CABO VGA 20MTS";"VERDE";50;150;"19-02-2018";"TESTE";0;200.0;100.0
128;"7898458703177";"TECLADO SLIM PS2";"MULTILASER";15;32;"  -  -    ";"TESTE";0;86.66666666666667;13.0
794;"8934603806061";"CABO USB MOTOROLA";"MOTOROLA";4;12;"22-12-2017";"TESTE";2;200.0;8.0
870;"6985468322441";"TECLADO FLEXIVEL ";"JACK";22;45;"19-02-2018";"TESTE";1;104.54545454545455;23.0
883;"6973013001125";"CONTROLE REMOTO TV LED TOSHIBA YG-112";"YG";5.5;18;"23-01-2019";"TESTE";2;227.27272727272728;12.5
896;"7899718700189";"LEITOR DE CODIGO DE BARRAS";"EXBOM";60;155;"26-02-2018";"TESTE";0;158.33333333333331;95.0
1317;"7898931485729";"RECEPTOR CENTURY B1";"CENTURY";150;290;"11-10-2018";"TESTE";1;93.33333333333333;140.0
881;"6973013001743";"CONTROLE REMOTO STI/TOSHIBA YG-174";"YG";5.50;18;"08-09-2018";"TESTE";11;227.27272727272728;12.5
878;"t1gf61019243q";"DISPLAY PARA CELULAR RURAL INTELBRAS";"INTELBRAS";38;75;"20-02-2018";"TESTE";3;97.36842105263158;37.0
426;"6912016041110";"FONTE P/ NOTEBOOK POSITIVO";"DIVERSOS";25;115;"06-03-2020";"TESTE";0;228.57142857142856;80.0
721;"6987246390215";"JOYSITK PARA CELULAR";"IPEGA";85.00;155.00;"29-08-2019";"TESTE";0;82.35294117647058;70.0
806;"17898635103100";"CARREGADOR  CAR-10024-V8";"INOVA";7;18;"04-01-2017";"TESTE";3;157.14285714285714;11.0
822;"7937289156780";"FONTE 5V/9/12V  3A  MODEM ROTEADOR";"VERDE";18;35;"22-01-2021";"TESTE";13;120.0;12.0
445;"6942079555231";"FONE DE OUVIDO AM-888";"MEX";15;39.0;"09-12-2022";"NI HAO";0;155.55555555555557;14.0
851;"7892472910023";"ESTABILIZADOR ELETRONICO";"MICROLINE";99;152;"08-07-2019";"TESTE";0;45.45454545454545;40.0
817;"2993500254302";"CONTROLE P/ CONVERSOR DIGITAL";"INFOKIT";4;15;"07-03-2020";"TESTE";1;275.0;11.0
885;"7899170079533";"CONTROLE REMOTO  DVD LENOX SKY-7593";"SKY";5;12;"21-02-2018";"TESTE";1;140.0;7.0
860;"7899718701407";"CABO EXTENSOR 2MTS";"EX BOM";10;18;"07-07-2021";"TESTE";6;150.0;6.0
1315;"7897373101686";"CARREGADOR 2.1A CAR-135A";"INOVA";10;20;"19-04-2021";"TESTE";0;233.33333333333334;14.0
856;"7892016112326";"CABO HDMI 5MTS MHD-1005 4K";"TOMATE";19;45;"24-10-2020";"TESTE";0;137.5;22.0
842;"7899718701582";"SUPORTE VEICULAR PARA CELULAR";"EXBOM";15;35;"12-03-2021";"TESTE";0;180.0;18.0
845;"7899718701926";"MULTIMETRO ANALOGICO  MP-20ES";"EXBOM";30;57;"12-03-2021";"TESTE";2;114.99999999999999;23.0
901;"7891435036718";"PINO BIPOLAR TRAMONTINA ";"TRAMONTINA";1.75;3.50;"24-04-2020";"TESTE";1;100.0;1.75
804;"7897408603154";"FILTRO DE LINHA FTK-006";"TECHNA";18.75;37;"28-07-2020";"TESTE";0;97.33333333333334;18.25
872;"5435627465010";"PILHA DE 12V 27A";"FLEX";2.25;7;"24-02-2022";"TESTE";0;250.0;5.0
763;"7898605605163";"CONTROLE TV TUBO TOSHIBA LE-7180";"LELONG";5;12;"28-03-2023";"TESTE";1;242.85714285714283;8.5
841;"7892013030326";"FONTE SAMSUNG 19V 3.16";"SAMSUNG";55;125.0;"10-12-2022";"NI HAO";1;360.0;90.0
824;"7896904694710";"CELULAR POSITIVO P25";"POSITIVO";65;140;"25-04-2020";"TESTE";0;90.9090909090909;50.0
3109;"7869029028937";"CARREGADOR PORTÁTIL 10.000MAH WUP-937";"PEINING";65;135.0;"06-09-2023";"YURY";0;107.6923076923077;70.0
560;"7898605601455";"CARREGADOR UNIVERSAL LE-U3000";"IT BLUE";7;15.0;"26-01-2024";"TESTE";2;150.0;6.0
826;"6901751805699";"CABO ADAP  PS2 TECLADO E MOUSE";"XT-569";6;25;"05-01-2018";"TESTE";3;316.66666666666663;19.0
808;"7898563932394";"PILHA RECARREGAVEL 2A MO-AA2600B2 (PAR)";"MOX";14.7;28;"18-08-2021";"TOINHO VARIEDADS";0;86.44067796610169;10.2
866;"7898594125321";"BATERIA DE XBOX-360 KP2023";"KNUP";11;38;"10-02-2018";"TESTE";1;245.45454545454547;27.0
781;"7898605600304";"CONTROLE P/ DVD LENOX LE-7970";"LELONG";3.8;12;"12-12-2017";"TESTE";2;215.78947368421052;8.2
858;"7898594121231";"CONTROLE  X-360 KP-5121A USB";"KNUP";85;165.0;"10-11-2022";"YURY";0;84.21052631578947;80.0
894;"7898505873112";"FITA ISOLANTE 20mts";"IDEA";1.8;4;"22-02-2019";"TESTE";0;122.22222222222223;2.2
879;"7898605602643";"CONTROLE TV TUBO LE-7806 PHILCO";"LELONG";4;18;"07-03-2020";"TESTE";1;200.0;8.0
887;"6900214000022";"FONTE  XBOX 360 SLIM";"VERDE";60;178;"03-02-2023";"YURY";1;223.63636363636363;123.0
508;"358304071302818";"TINTA HP 100ml COLORIDA AZUL/MAGENTA";"TINTA";6;20;"13-10-2021";"TESTE";8;200.0;10.0
718;"7898605603602";"CABO DE FORÇA ";"LELONG";8;18.00;"17-03-2022";"TESTE";1;111.76470588235294;9.5
837;"7899718701513";"CABO PARA IMPRESSORA DE 3MTS";"EXBOM";5.5;13;"05-01-2018";"TESTE";0;136.36363636363635;7.5
835;"7899718701186";"CAIXA DE SOM HI FI BLUETOTH";"KNUP";100;195;"14-07-2018";"TESTE";0;53.07692307692308;69.0
154;"7899776998078";"CABO  P2 x RCA";"";2.90;10;"20-09-2017";"TESTE";2;150.0;6.0
827;"7898953501025";"MOUSE SEM FIO W115";"KNUP";20;45;"25-05-2019";"TESTE";0;133.33333333333331;24.0
897;"7899403631491";"CHIP TIM";"TIM";5;10.00;"27-02-2018";"TESTE";0;100.0;5.0
889;"7897643617565";"SUPORTE PARA TV ARTICULAVEL";"INDUSAT";65;120;"26-02-2018";"TESTE";0;84.61538461538461;55.0
862;"7892345670535";"CONVERSOR RCA X HDMI";"ANDRÉ";35;115;"10-02-2018";"TESTE";0;228.57142857142856;80.0
874;"843163017559";"CARREGADOR  V8 BAT-14392-001";"SAMSUNG";20;55;"19-02-2018";"TESTE";2;175.0;35.0
681;"5300503";"TINTA BM PARA IMPRESSORA EPSON PRETO";"BM";5.25;25;"08-11-2017";"TESTE";1;376.1904761904762;19.75
161;"7898605600588";"CABO USB V8 P/ CELULAR";"LELONG";2.50;8;"22-08-2017";"TESTE";0;166.66666666666669;5.0
890;"7898505852636";"CONTROLE PARA TV DE TUBO TOSHIBA";"IDEA";2.50;12;"26-02-2018";"TESTE";3;380.0;9.5
905;"7898594123976";"CONTROLE BLUETOTH PARA CELULAR KP-4025";"IPEGA";85;155;"09-03-2018";"TESTE";0;82.35294117647058;70.0
869;"7893215456136";"BALANÇA DIGITAL PARA COZINHA SF-420";"TOMATE";22;45;"19-02-2018";"TESTE";0;104.54545454545455;23.0
904;"17898635103933";"CARRREGADOR PARA CELULAR 2.1A G76";"INOVA";6.50;20;"09-03-2018";"TESTE";0;207.6923076923077;13.5
932;"2017122609323";"CONTROLE SEM FIO PARA PLAY 4 KP-4028";"KNUP";110;210;"31-00-2018";"TESTE";1;90.9090909090909;100.0
944;"2000000056104";"CAPACITOR 60UF/440V PARA AR CONDICIONADO";"VIX";29;65;"02-04-2018";"TESTE";3;124.13793103448276;36.0
962;"6604933c";"PEN DRIVE 4GB SE9";"KINGSTON";18;32;"04-04-2018";"TESTE";0;77.77777777777779;14.0
921;"0107898506460106";"SWITCH";"MULTILASER";135.00;189.00;"15-03-2018";"TESTE";0;40.0;54.0
853;"6925625425950";"CALCULADORA PEQUENA KK-402";"KENKO";3;7;"10-02-2018";"TESTE";1;133.33333333333331;4.0
926;"7899718701575";"SUPORTE VEICULAR PARA CELULAR";"EXBOM";12;28;"19-03-2018";"TESTE";0;133.33333333333331;16.0
956;"2000000073170";"CABO ADAP. RURAL A275";"LG";15;37;"04-04-2018";"TESTE";0;146.66666666666666;22.0
868;"6911755759034";"CAIXA DE SOM CHARGE3";"JBL";80;145;"10-02-2018";"TESTE";0;81.25;65.0
892;"7899278901040";"EXTENSÃO ELETRICA 10mts  PRETO ";"MEGATRON";15;27;"26-02-2018";"TESTE";0;80.0;12.0
930;"8806085726628";"CABO USB V8 SAMSUMG";"SAMSUNG";3.50;12;"31-00-2018";"TESTE";1;242.85714285714283;8.5
931;"8644258332685";"ADAPTADOR OTG ANDROID";"ANDRÉ";2;11;"31-00-2018";"TESTE";0;450.0;9.0
1313;"7898594127431";"CAIXA SE SOM D-BH1044";"GRASEP ";29;55;"29-11-2018";"TESTE";1;82.75862068965517;24.0
865;"7898594120425";"BATERIA + CARREGADOR DE XBOX-360 KP5123";"KNUP";13;65;"10-02-2018";"TESTE";0;400.0;52.0
912;"6925625449741";"CALCULADORA CIENTIFICA KK-82LB";"KENKO";7;24;"10-03-2018";"TESTE";0;242.85714285714283;17.0
950;"2000000055152";"CONTROLE SKY UL1";"SKY";18;55;"02-04-2018";"TESTE";0;205.55555555555554;37.0
566;"6918061179617";"CONTROLE PARA PLAY 2 ";"FOYU";13;30;"23-08-2019";"TESTE";0;130.76923076923077;17.0
876;"7988008803003";"CABO DE REDE 5MTS ";"ANDAYU";6;11;"19-02-2018";"TESTE";0;83.33333333333334;5.0
938;"2000000008745";"FONTE 14V 3.21A PARA TV";"NLL";39;78;"01-04-2018";"TESTE";0;100.0;39.0
839;"7898127602435";"ADAPTADOR CELULAR LG RURAL B220";"AQUARIO/OUTRO";14;37;"19-03-2018";"TESTE";0;90.9090909090909;20.0
948;"2000000055145";"CONTROLE SKY H67";"SKY";18;55;"02-04-2018";"TESTE";0;205.55555555555554;37.0
863;"885909627349";"CARREGADOR IPHONE 5/ 5S";"EARPODS";9;28;"10-06-2019";"TESTE";0;180.0;18.0
900;"02032018TINTAHP";"TINTA HP PRETA ALTERNATIVA 250ML";"DIVERSAS";11.25;25.00;"01-04-2022";"TESTE";0;207.6923076923077;13.5
954;"7898615155375";"PINO ADAPTADOR TRIPOLAR ";"FLEX";4.5;7.5;"04-04-2018";"TESTE";0;66.66666666666666;3.0
830;"7898594124478";"CASE PARA  HD 3.0 HD-003";"KNUP";38.0;68;"07-07-2023";"NI HAO";0;142.85714285714286;40.0
953;"7892016112333";"CABO HDMI 3MTS 4K ULTRA HD";"TOMATE";12;32;"23-08-2019";"TESTE";0;166.66666666666669;20.0
528;"2343236789087";"FONTE DE ALIMENTAÇÃO 5V 1A";"DIVERSOS";8.50;22;"07-06-2017";"TESTE";0;158.8235294117647;13.5
925;"2993501054208";"PLACA DE SOM USB 7.1 CANAL";"EXBOM";12;38;"01-09-2020";"TESTE";0;216.66666666666666;26.0
492;"7898506455935";"FONTE DE ALIMENTAÇÃO POT. REAL 500W  GA500";"MULTILASER";201;369;"17-05-2017";"TESTE";0;83.5820895522388;168.0
609;"6935364051983";"ROTEADOR  150MBPS  TL-WR720N";"TP LINK";59;135;"30-03-2020";"TESTE";1;83.05084745762711;49.0
859;"7898594121248";"CONTROLE X-BOX 360 SEM FIO  KP-5122";"KNUP";150;230;"11-04-2022";"TESTE";0;84.21052631578947;80.0
864;"4547597823903";"FONE DE OUVIDO P/ IPHONE";"APPLE";18;45;"30-12-2019";"TESTE";0;150.0;27.0
929;"1600A008BT";"FONTE PARA PARAFUSADEIRA PORTATIL BOCH";"BOCH";55.00;115;"26-03-2018";"TESTE";0;109.09090909090908;60.0
908;"6999969795659";"CABO HDMI 5MTS  LE-6614-5M";"LELONG";15;38;"12-04-2019";"TESTE";0;300.0;21.0
949;"2000000055121";"CONTROLE SKY/TV RC655B ";"SKY";18;55;"02-04-2018";"TESTE";0;205.55555555555554;37.0
943;"4106851001022";"CAPACITOR 45UF/440V PARA AR CONDICIONADO";"VIX";23.8;47;"02-04-2018";"TESTE";1;97.47899159663865;23.2
888;"7898594121682";"CASE PARA HD EXTERNO 2.5 ";"KNUP";15.0;60.0;"20-10-2023";"NI HAO";1;221.42857142857144;31.0
945;"2000000001678";"CAPACITOR 50UF/380V PARA AR CONDICIONADO";"VIX";27;61;"02-04-2018";"TESTE";2;125.92592592592592;34.0
891;"7899471894354";"CONTROLE AZAMERICA ";"MXT";7;55;"04-05-2019";"TESTE";2;685.7142857142857;48.0
882;"7898605602063";"CONTROLE REMOTO  TV LED LG LE-8820";"LELONG";6;18;"12-09-2020";"TESTE";0;227.27272727272728;12.5
831;"6973013000852";"CONTROLE  HBUSTER YG-85";"YG";5;18;"06-05-2019";"TESTE";0;260.0;13.0
857;"7890980075081";"FILTRO DE LINHA  8 TOMADAS";"XTRADE";22;42;"10-02-2018";"TESTE";0;90.9090909090909;20.0
936;"7898618870657";"PAPEL CARTÃO MATTE 180G";"TOINHO";6.6;15;"27-10-2022";"TOINHO VARIEDADS";0;127.2727272727273;8.4
942;"4106827001025";"CAPACITOR 35UF/380V PARA AR CONDICIONADO";"VIX";17;41;"02-04-2018";"TESTE";1;141.1764705882353;24.0
875;"7892017030155";"CONVERSOR HDMI X VGA";"ANDRÉ";18;58;"29-05-2020";"TESTE";0;222.22222222222223;40.0
941;"4106828001024";"CAPACITOR 40UF/380V PARA AR CONDICIONADO";"VIX";18;43;"02-04-2018";"TESTE";1;138.88888888888889;25.0
854;"6910033156329";"LEITOR DE CARTÃO";"CARD";2;9;"22-03-2019";"TESTE";0;350.0;7.0
914;"7811888000029";"TELEFONE COM FIO T02";"XIANTONG";18;35;"10-03-2017";"TESTE";0;94.44444444444444;17.0
907;"7899690004503";"CELULAR BLU Z3 M";"BLU";55;110;"08-03-2018";"TESTE";0;100.0;55.0
918;"7899838819587";"TECLADO SEMFIO + MOUSE TC-212";"MULTILASER";69;125;"10-03-2018";"TESTE";0;81.15942028985508;56.0
968;"2000000053325";"FONTE 12V 1A PESADO";"DIVERSOS";15;35;"05-04-2018";"TESTE";1;133.33333333333331;20.0
1008;"2010000000878";"CONTROLE REMOTO AR CONDICIONADO  CONSUL JANELA";"CAERUS";10;48;"26-04-2018";"TESTE";1;380.0;38.0
980;"01022018TELA";"TELA DE LED 30 PINOS NOTEBOOK";"DIVERSOS";100;200;"13-04-2018";"TESTE";0;100.0;100.0
1004;"7899471806876";"CABO PARA MICROFONE 5M MONO";"MXT";9.45;16;"26-04-2018";"TESTE";0;69.31216931216933;6.550000000000001
983;"7636490063435";"HD EXTERNO 2 TB EXPANSION";"SEAGATE";310;485;"16-04-2018";"TESTE";1;56.451612903225815;175.0
915;"7897408603246";"EXTENSÃO ELETRICA 3M BRANCA";"TECHNA";13;23;"10-03-2017";"TESTE";0;76.92307692307693;10.0
1006;"2010000000885";"CONTROLE REMOTO AR CONDICIONADO SAMSUNG";"CAERUS";10;48;"26-04-2018";"TESTE";3;380.0;38.0
971;"2000000032337";"FONTE 6V 1A PARA TELEFONE";"DIVERSOS";11;23;"05-04-2018";"TESTE";0;109.09090909090908;12.0
911;"7898594127578";"SWITCH 8 PORTAS KP-E04";"KNUP";45;72;"10-03-2018";"TESTE";0;60.0;27.0
976;"2000000054384";"MODEM 4G DW-922";"D-LINK";250;450;"27-03-2019";"TESTE";0;125.0;250.0
958;"2000000007199";"PINO ADAPTADOR TRIPOLAR";"DIVERSOS";2.5;7;"04-04-2018";"TESTE";0;180.0;4.5
959;"2000000531212";"CONTROLE PS DUALSHOCK";"DIVERSOS";42;135;"29-11-2018";"TESTE";1;107.6923076923077;70.0
1009;"2010000000861";"CONTROLE REMOTO AR CONDICIONADO LG";"CAERUS";10;48;"26-04-2018";"TESTE";1;380.0;38.0
924;"2993500240107";"MOUSE OPTICO  MS-70";"EXBOM";9;22;"19-03-2018";"TESTE";0;144.44444444444443;13.0
1007;"2010000000953";"CONTROLE REMOTO AR CONDICIONADO CONSUL";"CAERUS";10;48;"26-04-2018";"TESTE";0;380.0;38.0
969;"2000000042312";"FONTE 12V 2A LEVE";"DIVERSOS";11;24;"05-04-2018";"TESTE";0;118.18181818181819;13.0
996;"2000000005461";"CABO SIMPLES PARA DVD";"DIVERSOS";2;5;"13-12-2018";"TESTE";0;150.0;3.0
1017;"2000000022512";"CABO USB MACHO X MACHO";"DIVERSOS";6;22;"26-04-2018";"TESTE";1;266.66666666666663;16.0
990;"2000000981451";"CAIXA DE SOM KP-T310BT";"KNUP";100;189;"27-09-2019";"TESTE";0;89.0;89.0
993;"6973013002016";"CONTROLE REMOTO CCE YG-201";"YG";2.50;12;"17-04-2018";"TESTE";0;380.0;9.5
855;"6910033152093";"LEITOR DE CARTÃO";"CARD";3.5;10;"06-05-2022";"TESTE";0;250.0;5.0
909;"6911755708025";"ADAPTADOR WIFI 600mbps ";"N";30;65;"19-03-2022";"TESTE";0;333.33333333333337;50.0
946;"2000000005386";"CAPACITOR 30UF/440~450V PARA AR CONDICIONADO";"ESSEK";17;35;"18-02-2019";"TESTE";0;105.88235294117648;18.0
1019;"7898605607648";"CONTROLE REMOTO AR CONDICIONADO CARRIER";"LELONG";15;48;"26-04-2018";"TESTE";0;220.00000000000003;33.0
906;"7899718700615";"MULTIMETRO DIGITAL MD-200L";"EXBOM";40;75;"12-05-2021";"TESTE";0;96.42857142857143;27.0
1001;"7899838810195";"GABINETE GA-149";"MULTILASER";97;195;"23-04-2018";"TESTE";0;101.03092783505154;98.0
955;"7898605603206";"KIT CHAVE COPO AMARELO";"LELONG";15;25;"17-08-2021";"TESTE";0;142.85714285714286;10.0
1013;"8806087013511";"CELULAR LG B220";"LG/MAURO";150;250;"15-09-2020";"TESTE";0;75.0;60.0
984;"7898419490597";"ANTENA DIGITAL 38 ELEMENTOS PRÓ ELETRONIC";"PRÓ ELETREONIC";32;75;"16-01-2021";"TESTE";0;117.94871794871796;46.0
1011;"2100002018602";"CONTROLE REMOTO AR CONDICIONADO MIDEA/KOMECO";"CAERUS";10;48;"04-05-2019";"TESTE";0;380.0;38.0
995;"7898605608416";"CONTROLE REMOTO H-BUSTER LCD LE*7818";"LELONG";5.5;18;"17-04-2018";"TESTE";1;227.27272727272728;12.5
913;"7899206300334";"CALCULADORA CIENTIFICA YS-82TL";"CBH";17;35;"21-10-2023";"NI HAO";4;191.66666666666669;23.0
994;"7899471883914";"CONTROLE REMOTO PANASONIC  MXT000570";"MXT";8.5;18;"04-12-2020";"TESTE";3;260.0;13.0
999;"2000000001487";"CABO DE FORÇA P/ NOTEBOOK OU TV";"DIVERSOS";5;10;"18-04-2018";"TESTE";6;100.0;5.0
916;"7898594124584";"FONTE ATX 500W";"KNUP";135;310;"08-07-2023";"YURY";2;200.0;190.0
920;"7898605607600";"CONTROLE TV LED AOC LE-7066";"LELONG";5.5;18;"24-02-2023";"TESTE";4;260.0;13.0
927;"7898944473010";"MODEM ADSL TS900";"TELSEC";15;85.00;"22-03-2018";"TESTE";41;466.6666666666667;70.0
871;"6917573231028";"CARREGADOR UNIVERSAL";"JACK";4;10;"26-07-2019";"TESTE";0;150.0;6.0
966;"2000000024349";"FONTE 7.5V 0.300A TEL RES. INTELBRAS";"INTELBRAS";21;39;"05-04-2018";"TESTE";2;85.71428571428571;18.0
1002;"9986102";"CAPACITOR 1.5UF/450V PARA VENTILADOR FIO VERMELHO";"DIVERSOS";3.5;12.0;"01-03-2023";"TESTE";6;142.85714285714286;5.0
939;"2000000002255";"DIVISOR 4 SAIDAS PARA TV";"DIVERSOS";12;22;"25-07-2023";"TESTE";0;83.33333333333334;10.0
919;"7891191003672";"PAPEL A4 ";"COPIMAX";18;23.00;"02-02-2022";"TESTE";0;29.411764705882355;5.0
965;"2000000053264";"FONTE 9V 1A ROTEADOR";"DIVERSOS";15;35;"07-02-2019";"TESTE";0;133.33333333333331;20.0
960;"2000000023229";"BLUETOOTH USB 4.0";"DIVERSOS";25;45;"11-09-2020";"TESTE";0;113.33333333333333;17.0
989;"2000000053424";"FONTE CHAVEADA SAIDA 12V 2A";"DIVERSOS ";9;35;"17-04-2018";"TESTE";8;288.88888888888886;26.0
934;"7897975027698";"BOBINA BRANCA PRA CALCULADORA";"MAX";1.60;5;"29-08-2019";"TESTE";15;270.3703703703703;3.65
970;"2000000053301";"FONTE 12V 3A";"DIVERSOS";13;35;"05-04-2018";"TESTE";0;169.23076923076923;22.0
992;"6973013002047";"CONTROLE REMOTO CINEBOX YG-204";"YG";5;55;"17-04-2018";"TESTE";0;1000.0;50.0
1003;"7899471825532";"SUGADOR DE SOLDA ";"MXT";6.5;16;"02-06-2023";"TOINHO VARIEDADS";1;300.0;12.0
922;"6935364020293";"SWITCH 16 PORTAS";"TP-LINK";140.00;199.00;"08-11-2018";"TESTE";0;42.142857142857146;59.0
947;"2000000055138";"CONTROLE SKY D40";"SKY";18;55;"02-04-2018";"TESTE";8;205.55555555555554;37.0
991;"2000000081434";"ADAPTADOR HDMI DOBRAVEL OU EMENDA HDMI";"DIVERSOS";5;18;"17-01-2022";"TESTE";0;260.0;13.0
895;"7898505873105";"FITA ISOLANTE 5 mts";"IDEA";0.80;2.5;"22-02-2019";"TESTE";0;212.5;1.7
997;"2000000022475";"CABO P10 x P10 3MTS";"DIVERSOS";10;22;"18-04-2018";"TESTE";0;175.0;14.0
867;"7898953501568";"BATERIA + CARREGADOR USB DE XBOX-360 KP5124";"KNUP";18;48;"05-11-2021";"TESTE";2;269.2307692307692;35.0
973;"7898605602179";"SENSOR DE PRESENÇA LE-638";"SEMI";18;42;"06-04-2018";"TESTE";4;133.33333333333331;24.0
1015;"2000000021539";"CABO USB LG";"LG";3.50;12;"26-04-2018";"TESTE";0;242.85714285714283;8.5
1010;"010000000908";"CONTROLE REMOTO AR CONDICIONADO YORK";"CAERUS";10;48;"26-04-2018";"TESTE";0;380.0;38.0
1026;"7898592392268";"KIT DE CHAVE ALLEN HEXAGONAL 9 PÇS  ";"DIVERSOS";15;38;"28-04-2018";"TESTE";1;153.33333333333334;23.0
1061;"790069330315";"MODEM ADSL 500B DLINK";"D LINK";50;95;"14-05-2018";"TESTE";0;90.0;45.0
1044;"2000000052649";"CABO TV 25MTS SEM CONECTOR";"DIVERSOS";14;25;"12-05-2018";"TESTE";0;78.57142857142857;11.0
975;"7898624480741";"EXTENSÃO DE 5MTS  3 TOMADAS";"COMPOLUX";12;27;"08-04-2018";"TESTE";1;125.0;15.0
1040;"7897982204495";"MOUSE PAD COM APOIO 0307";"BRIGHT";13.50;28;"03-05-2018";"TESTE";0;107.40740740740742;14.5
1038;"2000000055619";"BATERIA RURAL AQUARIO CA-42/CA-40";"AQUARIO";29;55;"03-05-2018";"TESTE";0;89.65517241379311;26.0
1025;"6973013002061";"CONTROLE CONVERSOR DIGITAL CENTURY YG-206";"YG";3;12;"27-04-2018";"TESTE";3;300.0;9.0
1063;"2000000021812";"KIT INST. CONECTOR/SILICONE/OUTROS";"DIVERSOS";3;12;"15-05-2018";"TESTE";0;300.0;9.0
1042;"7898506454648";"MOUSE USB FIT MO164";"MULTILASER";15;28;"07-05-2018";"TESTE";0;86.66666666666667;13.0
1079;"2000000084954";"COOLER PARA PLAY 2";"DIVERSOS";16;48;"02-04-2019";"TESTE";0;200.0;32.0
1014;"5152537861106";"CABO USB MOTOROLA ";"MOTOROLA";3.5;12;"26-04-2018";"TESTE";12;242.85714285714283;8.5
1012;"7899718701995";"FONE DE OUVIDO BLUETOTH HBT-20";"INFOKIT";30;67;"26-04-2018";"TESTE";2;139.28571428571428;39.0
1068;"2000000008905";"CAPACITOR 6UF 250VAC";"DIVERSOS";4.7;8;"20-01-2022";"TESTE";0;103.38983050847457;3.05
